:START_ID,:END_ID
9345075,1
9495928,2
9460496,3
9257671,4
9060353,5
9045529,6
9112025,7
9303375,8
9638186,9
9187819,10
9149443,11
9144217,12
9257671,13
10343677,14
9241931,15
10348313,16
9060032,17
9724932,18
8982966,19
9575672,20
10567697,21
10518052,22
9443905,23
9408543,24
10429617,25
9283045,26
9084034,27
9905430,28
9128484,29
9057816,30
9226003,31
9061850,32
9303751,33
9227355,34
9481786,35
9318990,36
9124960,37
9866200,38
9215798,39
9203169,40
9042449,41
9079396,42
10896549,43
9723354,44
10540939,45
8980916,46
10075387,47
9438417,48
10484910,49
10339222,50
9227690,51
9601604,52
9176165,53
9864256,54
9016726,55
9488840,56
9803698,57
9090808,58
9854826,59
9574477,60
9678893,61
9531052,62
9793134,63
9357945,64
9043458,65
9096949,66
9006811,67
9429645,68
10046729,69
10444564,70
10134538,71
9180997,72
8982479,73
9309996,74
10218925,75
9866677,76
9347997,77
9265831,78
9217881,79
10520834,80
9269545,81
10611290,82
9755835,83
9331923,84
9053255,85
9846646,86
9206685,87
9170005,88
8979501,89
10263046,90
9471157,91
9092417,92
9866670,93
9079216,94
9956954,95
9115967,96
9285207,97
10603386,98
8997870,99
10544844,100
9136975,101
9056444,102
8991262,103
9821895,104
9259618,105
10474869,106
9102232,107
9797110,108
9001437,109
9618648,110
9412354,111
8977421,112
8983255,113
9406968,114
9298823,115
10210167,116
9284197,117
9229548,118
10098415,119
9283858,120
9457859,121
10022865,122
9371798,123
10703741,124
9049214,125
9423206,126
9738094,127
10484805,128
9283792,129
10379848,130
10425386,131
9042291,132
9182971,133
9224474,134
9373773,135
9246966,136
9939190,137
9109636,138
9994817,139
10227098,140
9698312,141
9227703,142
9807864,143
10305202,144
9348722,145
9096377,146
10220194,147
9212011,148
9464664,149
10184654,150
8982488,151
9934195,152
9135917,153
9150117,154
10316369,155
9093217,156
9365792,157
9799859,158
9053436,159
10222304,160
9497703,161
10166338,162
9643000,163
8984697,164
8975674,165
9013152,166
9584888,167
9572754,168
9094759,169
9094666,170
10111246,171
9243259,172
9241609,173
9738327,174
9923417,175
10345913,176
10008261,177
8990769,178
8972024,179
9870424,180
10599580,181
10744997,182
9306330,183
10743645,184
9516453,185
10626237,186
9230152,187
9128325,188
10702726,189
10356493,190
9321672,191
9109187,192
10152376,193
10002195,194
9613267,195
8970783,196
9877774,197
10697100,198
9759382,199
10614258,200
9113177,201
9355935,202
9022836,203
9866659,204
9807083,205
9052247,206
9349952,207
9593047,208
10424937,209
9511942,210
9056707,211
8972231,212
10075388,213
10338096,214
10157476,215
8980606,216
9307336,217
9506392,218
9331911,219
8980476,220
10590824,221
10613713,222
9498814,223
9170197,224
9499594,225
9704165,226
10908200,227
8977579,228
9947377,229
9204862,230
10093545,231
10514545,232
9193955,233
10911710,234
9571619,235
9098603,236
10207964,237
10188258,238
9163159,239
9319284,240
9280703,241
9391622,242
9020716,243
9107186,244
9244887,245
9101348,246
9885428,247
8967243,248
9115023,249
9711862,250
9665064,251
9405369,252
9556750,253
9229082,254
8995394,255
10036670,256
10418602,257
10099471,258
9102106,259
9282109,260
8986484,261
10286717,262
10889652,263
10500857,264
9304970,265
9563973,266
9469243,267
9283504,268
9052429,269
9025426,270
10381047,271
10199550,272
9249733,273
10783604,274
9062513,275
9970614,276
9697667,277
9165902,278
9150450,279
9075515,280
9008900,281
10708999,282
9046240,283
9581031,284
10324139,285
9092983,286
10227990,287
9508492,288
9035321,289
9637595,290
9621938,291
9231984,292
9114584,293
9097941,294
9488651,295
9393183,296
9135636,297
10446198,298
8980140,299
9038535,300
9426366,301
9321543,302
9480890,303
9097843,304
9975277,305
10553880,306
10725701,307
9393200,308
9019550,309
10534781,310
9336256,311
9443905,312
9568994,313
9048283,314
10077781,315
9294234,316
8979639,317
9175727,318
8977453,319
9401651,320
9128393,321
10179840,322
9548771,323
9083397,324
9041666,325
9962552,326
9083397,327
10352228,328
9140349,329
9417573,330
9894279,331
9241600,332
9265157,333
9138712,334
9088838,335
9221560,336
9443110,337
9433494,338
9138246,339
9993188,340
9488838,341
9934002,342
9906203,343
9617159,344
9773188,345
9016062,346
9437515,347
9867655,348
9088203,349
9740555,350
9744852,351
10901266,352
9010776,353
9100387,354
10389932,355
9233539,356
9940116,357
9040868,358
9064190,359
9301766,360
9126827,361
10222303,362
9023138,363
10369544,364
10625135,365
9186591,366
9071119,367
9319203,368
9216473,369
9454940,370
9421312,371
9045321,372
9040621,373
9467278,374
9301767,375
9531711,376
9274707,377
9918775,378
9528248,379
9207723,380
9527141,381
9879517,382
9091579,383
9550645,384
9598245,385
10376242,386
9001706,387
9417933,388
9742664,389
9226448,390
9563934,391
10207350,392
10541292,393
9241711,394
9528013,395
9697732,396
9151525,397
9716949,398
10896548,399
9221401,400
9188715,401
9223555,402
9347644,403
9934151,404
9441266,405
9263744,406
9010986,407
9920928,408
9033213,409
9203517,410
9046592,411
9548355,412
9512916,413
9430530,414
9490069,415
9080659,416
9172991,417
9392862,418
9106980,419
9456018,420
10657372,421
9105783,422
9587246,423
