:START_ID,:END_ID
63,2713
63,1099
42,4467
42,3588
42,2438
42,3752
42,14
42,4564
42,5042
42,2935
42,3804
60,4555
60,2614
60,5208
27,448
16,697
16,4900
16,5969
16,4092
16,1798
16,1178
16,4850
16,2606
16,3040
16,4532
59,32
59,5614
59,3400
59,3341
59,5356
59,1002
52,196
52,4024
33,4548
64,4953
64,3894
46,1781
56,1799
45,1685
64,2113
64,4637
62,5724
29,2032
29,2169
29,83
29,5278
29,2259
29,2822
29,3163
29,1615
29,119
29,4283
29,5317
37,4579
37,3396
37,4126
37,602
37,1549
37,2532
37,3921
37,3306
37,443
37,1094
37,5093
75,5100
75,2466
75,5851
75,1089
75,3579
75,944
75,2351
75,2275
75,894
75,2340
75,649
75,1689
75,794
75,4436
75,3255
75,3083
75,300
75,593
75,1450
75,1016
75,2764
75,328
63,877
14,1388
14,2683
14,4144
14,437
14,4652
63,3021
14,257
63,760
14,4495
14,4537
14,547
14,1397
63,4453
14,778
14,2529
14,4386
14,2586
30,3375
30,4684
30,2770
73,4141
73,936
73,5202
73,284
73,5635
73,4736
73,84
73,3071
15,4047
15,3211
57,726
57,5534
57,1719
24,4233
24,5687
24,3511
24,5837
24,4357
29,4741
29,4892
29,3625
29,2662
29,3981
29,986
29,4113
29,1782
29,1020
29,4169
57,4650
53,755
70,672
60,414
60,4680
60,2088
60,4855
60,5713
60,1671
60,5879
60,3349
60,3901
60,4493
60,3001
60,4718
63,2590
13,253
13,1972
13,2093
31,5848
15,1732
20,131
73,5358
61,723
61,1309
27,4031
71,1349
71,3050
71,2365
71,2570
13,2611
12,804
57,1834
57,2890
67,3351
67,2542
67,3094
67,3229
67,5125
67,4872
67,5799
67,3292
67,3900
24,4504
24,5155
24,4373
74,3957
1,5498
21,48
21,3649
21,3623
60,1037
60,3973
60,4471
19,5541
19,616
19,349
19,2279
19,2459
35,1855
45,1439
45,3141
45,2274
67,5574
10,4301
10,4835
39,3473
39,2053
39,5359
39,3450
39,3397
39,3697
39,2932
39,4209
39,75
39,2592
50,1096
50,2450
50,3314
50,2769
50,4814
50,5215
50,2315
50,4072
50,3586
50,3684
50,4946
50,5852
50,3356
50,1229
58,590
58,5527
58,1200
7,3678
7,3305
7,1881
7,1448
6,3975
42,2710
42,5021
42,2271
42,4632
42,1612
49,905
49,3459
49,4629
49,830
49,301
23,2641
53,3491
29,5008
29,3300
20,4607
71,2433
33,2543
25,2278
41,5426
41,5703
47,3374
47,1241
13,746
13,49
13,4188
13,694
13,432
13,3177
13,2490
13,2384
13,5978
13,1065
13,4749
13,3581
13,5738
13,1930
9,1927
9,2288
9,1172
9,4286
9,5265
7,3587
7,5354
7,1493
7,1543
7,1891
7,3554
7,5454
7,5973
7,336
7,2235
41,3619
41,5546
68,3772
68,47
54,5332
54,2294
68,1380
33,90
33,3054
36,2816
36,1156
36,293
45,5587
24,1595
36,2489
43,5337
53,1163
53,4590
53,2421
53,3315
53,2353
56,4482
56,3147
56,3146
39,5844
74,4049
69,4853
36,561
36,3674
36,1716
36,2701
36,2748
36,4877
29,2870
29,2762
71,5448
71,2131
71,742
69,634
69,4171
69,287
69,2304
69,3529
59,208
59,3259
59,562
59,1079
47,2759
47,3643
47,2213
51,3497
71,1113
71,3379
71,5422
71,3707
41,3875
41,3002
41,1797
41,1857
26,5130
60,2828
60,4630
10,4528
10,1247
10,5657
10,1425
72,680
72,2486
72,3932
72,4608
72,2974
72,4461
72,5746
72,5401
72,5213
72,4086
72,2695
72,2100
72,1327
72,4610
72,1989
3,3097
3,4948
3,2267
20,2630
20,401
20,3539
20,3277
20,507
20,4917
20,4628
66,2077
64,3715
2,1341
2,3802
2,2366
2,1531
2,2371
14,2273
9,2137
9,1000
36,410
72,93
72,1141
72,4142
72,3690
72,5699
72,5433
72,2970
62,968
62,635
62,5882
61,728
61,1625
61,58
61,5850
69,2358
53,5232
7,1224
7,2238
7,2284
9,4791
9,5309
9,1747
9,2085
9,4204
9,266
9,2436
60,4995
60,4489
60,3201
75,3078
52,3187
52,4359
12,2021
12,799
12,5711
24,5858
24,1385
12,2903
12,1319
12,4270
12,3896
75,558
75,2154
57,662
57,1315
30,2217
30,2731
30,2080
42,4434
42,3734
42,1162
42,1322
42,1055
42,3526
42,5053
3,4102
26,5825
26,123
26,1779
26,2246
26,4313
26,4378
26,4428
26,4690
26,2046
26,5953
26,3153
26,724
26,1728
26,1974
26,2078
26,460
26,5731
26,4184
26,3677
26,207
26,5121
26,223
26,2086
26,1210
26,5801
26,927
26,2667
26,4266
26,5432
26,1520
26,862
26,2419
26,1182
26,2172
26,4974
26,5620
26,99
26,3034
26,1177
26,2712
65,3848
10,1406
60,4498
8,2693
8,893
8,5854
8,1117
8,2164
2,139
2,4052
2,2646
2,283
21,4550
21,3134
21,5987
21,4871
21,2223
21,5248
21,5794
21,3014
21,920
21,5898
31,4624
6,4907
6,5439
6,2564
6,2998
60,1510
38,5913
39,2029
39,5140
39,5847
39,2476
39,3232
39,3332
39,2256
39,3920
53,2990
63,2821
63,1590
63,2216
63,4699
63,4004
63,1034
63,1718
63,3770
63,1277
63,4816
63,3125
63,2999
63,4410
63,3327
63,1908
63,5104
5,2496
5,222
26,335
26,2772
61,3632
61,1323
61,4765
61,1301
61,3691
61,5521
61,5015
61,5283
61,3712
22,1022
61,1324
61,221
62,440
62,1525
62,4021
62,3899
62,5934
62,2130
62,867
62,3420
17,806
17,1966
42,5133
2,1761
4,3364
4,4982
4,2266
4,4027
45,1856
45,1983
54,2841
54,2666
50,638
50,2953
50,5906
44,4449
44,1146
44,5666
44,3618
51,2341
51,1085
51,817
51,592
16,5139
18,3866
35,5719
35,480
35,2133
26,4275
31,4863
31,4003
31,5362
31,5653
31,3263
31,2745
31,267
31,1721
31,5974
33,3713
33,693
33,4705
33,3864
72,537
72,5179
72,2385
72,2644
72,901
72,4394
72,4377
72,4220
72,5369
72,3983
72,2370
72,5745
72,2139
72,2702
72,3222
72,5352
72,1879
72,5333
17,4048
17,3878
17,2061
17,1430
17,980
17,420
17,3476
28,251
67,519
67,4385
67,1725
67,203
40,2373
44,1835
20,5565
66,400
66,1311
66,682
24,1646
24,5451
51,4198
51,3584
47,281
31,5662
31,4921
31,5023
31,3121
73,2520
31,4421
24,3196
2,5610
2,4339
13,837
13,1788
13,2928
18,5009
18,4366
18,2704
30,4823
64,1889
64,3303
64,5901
56,2972
51,3123
9,3687
5,2784
5,4013
5,4565
5,3757
73,2302
73,3504
73,4411
55,4884
55,2081
55,4211
55,2964
55,999
55,4273
55,1831
37,3487
37,40
37,4896
37,5861
37,5479
67,5903
67,3475
44,4566
44,1679
44,5950
44,1367
53,2299
69,2097
69,3941
69,4808
69,3930
69,5806
69,5855
69,1931
69,5952
69,1365
69,826
69,1423
69,3656
69,1112
69,2579
69,3099
69,5235
69,2149
69,3924
69,707
69,3585
69,4574
69,4576
69,5112
69,5853
63,5381
63,2544
39,2957
47,2900
60,2613
71,5277
4,4332
57,5342
52,4881
52,2516
52,4440
52,4606
47,1266
47,487
47,5052
47,1603
47,3052
47,5141
47,1308
47,2754
47,85
47,2125
47,660
75,3361
48,1328
50,145
50,271
50,4838
50,2427
50,5665
50,1259
50,5892
50,4065
50,3307
50,2305
50,2916
50,5599
50,68
50,2008
50,5957
50,1717
50,80
50,2453
50,5240
50,5495
50,5397
50,4956
50,3270
50,4121
50,3577
50,2009
50,1783
50,1518
55,3824
55,3139
55,2933
55,898
55,3285
55,3027
55,1533
55,12
55,1136
55,5469
55,2779
55,3474
55,4535
55,1221
55,4451
55,819
55,2518
55,1869
55,2750
44,1021
44,5088
44,1287
44,5827
3,2593
60,2553
60,190
14,808
14,3101
14,932
13,1560
37,4291
19,3267
19,1457
19,2040
19,4846
26,5148
26,4343
26,406
26,5297
26,3220
26,1786
54,5482
66,3418
20,891
60,3657
43,1219
43,189
40,3613
40,3540
59,4842
59,612
59,2670
59,589
70,5174
70,821
70,5219
70,3968
